Age;Attrition;Department;Education;EducationField;EnvironmentSatisfaction;Gender;HourlyRate;JobRole;MaritalStatus;MonthlyIncome;RelationshipSatisfaction;WorkLifeBalance;YearsSinceLastPromotion
52;No;Research & Development;4;Medical;3;Female;81;Manufacturing Director;Married;13826;3;3;0
37;No;Sales;4;Marketing;4;Male;66;Sales Executive;Divorced;6334;4;3;0
28;No;Human Resources;2;Medical;2;Male;63;Human Resources;Divorced;4936;4;3;0
22;No;Research & Development;2;Life Sciences;4;Male;33;Manufacturing Director;Married;4775;1;1;2
44;No;Research & Development;4;Life Sciences;1;Male;62;Laboratory Technician;Married;2818;3;2;0
42;No;Research & Development;1;Medical;2;Male;35;Research Scientist;Single;2515;4;3;2
36;No;Human Resources;3;Life Sciences;1;Male;77;Human Resources;Married;2342;3;3;0
25;No;Sales;1;Other;3;Male;98;Sales Executive;Married;4194;4;3;0
35;No;Research & Development;3;Life Sciences;4;Female;66;Manufacturing Director;Married;10685;2;3;5
35;Yes;Research & Development;4;Life Sciences;4;Female;96;Research Scientist;Divorced;2022;1;2;7
32;No;Research & Development;3;Life Sciences;4;Male;61;Laboratory Technician;Divorced;2314;2;3;0
25;No;Sales;1;Marketing;3;Male;87;Sales Executive;Married;4256;1;4;0
49;No;Research & Development;3;Technical Degree;3;Female;36;Research Scientist;Married;3580;2;3;0
24;No;Research & Development;1;Life Sciences;1;Male;46;Laboratory Technician;Married;3162;4;2;3
32;No;Sales;2;Life Sciences;2;Male;48;Sales Executive;Married;6524;4;3;5
38;No;Sales;3;Marketing;2;Male;98;Sales Representative;Married;2899;4;3;1
42;No;Research & Development;3;Life Sciences;3;Female;95;Laboratory Technician;Married;5231;2;2;1
31;No;Research & Development;4;Life Sciences;4;Male;48;Research Scientist;Married;2356;2;3;0
29;Yes;Sales;3;Medical;2;Female;48;Sales Representative;Divorced;2800;3;3;0
53;No;Sales;3;Marketing;1;Male;73;Sales Executive;Married;11836;3;3;2
35;No;Research & Development;3;Technical Degree;4;Male;78;Manufacturing Director;Married;10903;1;3;4
37;No;Sales;2;Medical;3;Female;54;Sales Representative;Married;2973;2;3;0
53;No;Research & Development;4;Life Sciences;4;Female;72;Research Director;Single;14275;3;3;3
43;No;Research & Development;3;Life Sciences;4;Female;33;Healthcare Representative;Married;5562;2;2;2
47;No;Sales;2;Marketing;3;Female;35;Sales Executive;Married;4537;1;3;7
37;No;Sales;2;Medical;1;Male;32;Sales Executive;Single;7642;4;3;0
50;No;Research & Development;4;Life Sciences;1;Male;98;Manager;Divorced;17924;4;3;14
39;No;Human Resources;3;Life Sciences;4;Female;42;Human Resources;Married;5204;3;3;0
33;No;Human Resources;2;Human Resources;4;Male;57;Human Resources;Divorced;2277;3;4;0
32;Yes;Research & Development;4;Life Sciences;1;Male;87;Laboratory Technician;Single;2795;3;1;0
29;No;Research & Development;1;Medical;1;Female;62;Laboratory Technician;Divorced;2532;3;3;0
44;No;Research & Development;2;Life Sciences;2;Male;61;Research Scientist;Married;2559;4;3;7
28;No;Sales;4;Medical;1;Male;98;Sales Executive;Single;4908;2;3;0
58;Yes;Research & Development;1;Life Sciences;4;Male;57;Laboratory Technician;Divorced;2380;4;2;0
43;No;Research & Development;3;Life Sciences;1;Female;55;Manufacturing Director;Divorced;4765;3;4;0
20;Yes;Sales;3;Medical;3;Female;49;Sales Representative;Single;2044;4;2;0
21;Yes;Research & Development;1;Other;4;Female;65;Research Scientist;Single;2693;1;2;0
36;No;Research & Development;1;Life Sciences;3;Male;68;Healthcare Representative;Married;6586;1;2;4
47;No;Sales;4;Life Sciences;4;Female;65;Sales Representative;Single;3294;1;2;1
22;Yes;Research & Development;1;Life Sciences;2;Female;34;Manufacturing Director;Married;4171;1;4;0
41;Yes;Research & Development;4;Life Sciences;2;Female;57;Laboratory Technician;Divorced;2778;3;2;1
28;No;Research & Development;3;Medical;3;Female;77;Research Scientist;Divorced;2377;2;3;2
39;Yes;Research & Development;3;Medical;4;Male;70;Laboratory Technician;Married;2404;4;1;2
27;No;Research & Development;3;Life Sciences;2;Female;76;Research Scientist;Single;2318;3;3;0
34;No;Research & Development;3;Life Sciences;2;Male;83;Laboratory Technician;Divorced;2008;2;3;1
42;No;Sales;2;Medical;3;Female;68;Sales Executive;Single;6244;1;3;0
33;No;Research & Development;4;Other;3;Male;100;Research Scientist;Single;2799;2;3;0
58;No;Research & Development;3;Technical Degree;3;Female;37;Healthcare Representative;Divorced;10552;4;3;0
31;No;Sales;4;Life Sciences;2;Male;41;Sales Representative;Married;2329;2;4;5
35;No;Research & Development;1;Life Sciences;4;Female;51;Healthcare Representative;Married;4014;4;1;0
49;No;Research & Development;2;Other;1;Female;51;Laboratory Technician;Married;7403;3;2;1
48;No;Research & Development;4;Medical;4;Male;51;Research Scientist;Married;2259;1;2;0
31;No;Sales;2;Marketing;4;Female;45;Sales Executive;Married;6932;4;2;0
36;No;Research & Development;4;Other;2;Male;65;Research Scientist;Single;4678;3;3;0
38;No;Research & Development;3;Technical Degree;4;Female;80;Research Director;Married;13582;2;3;5
32;No;Research & Development;3;Life Sciences;3;Female;70;Laboratory Technician;Married;2332;3;3;0
25;Yes;Sales;2;Marketing;3;Male;36;Sales Representative;Married;2413;3;3;0
40;No;Sales;4;Marketing;1;Male;67;Sales Executive;Divorced;9705;2;2;0
26;No;Sales;3;Medical;3;Male;52;Sales Executive;Single;4294;2;3;0
41;No;Research & Development;3;Medical;4;Male;59;Laboratory Technician;Single;4721;3;3;2
36;No;Research & Development;4;Medical;3;Male;79;Laboratory Technician;Single;2519;3;3;3
19;Yes;Sales;3;Other;4;Male;37;Sales Representative;Single;2121;2;4;0
20;Yes;Research & Development;3;Technical Degree;1;Male;84;Laboratory Technician;Single;2973;2;3;0
31;No;Research & Development;3;Medical;4;Female;41;Healthcare Representative;Married;5855;3;1;8
40;No;Research & Development;4;Medical;4;Male;35;Research Scientist;Divorced;3617;4;3;0
32;No;Research & Development;4;Medical;3;Female;93;Manufacturing Director;Married;6725;3;4;6
36;Yes;Sales;1;Life Sciences;3;Male;51;Sales Executive;Married;10325;1;3;3
33;No;Research & Development;3;Life Sciences;2;Female;42;Healthcare Representative;Single;6949;1;3;1
37;Yes;Sales;4;Life Sciences;1;Male;46;Sales Executive;Married;10609;3;1;11
45;No;Research & Development;2;Life Sciences;3;Male;57;Laboratory Technician;Married;4447;2;2;0
29;No;Sales;3;Technical Degree;3;Female;84;Sales Representative;Married;2157;2;3;0
35;No;Sales;3;Medical;3;Female;86;Sales Executive;Married;4601;2;3;1
52;No;Research & Development;2;Life Sciences;4;Male;70;Manager;Married;17099;2;2;7
58;Yes;Research & Development;3;Technical Degree;4;Male;51;Research Scientist;Single;2479;1;3;0
53;No;Sales;2;Medical;3;Male;45;Manager;Divorced;14852;3;4;15
30;No;Sales;2;Other;3;Male;62;Sales Executive;Divorced;7264;1;4;7
38;No;Sales;3;Technical Degree;3;Female;85;Sales Executive;Single;5666;2;3;1
35;No;Sales;4;Life Sciences;4;Male;92;Sales Executive;Divorced;7823;2;3;0
39;No;Sales;5;Life Sciences;1;Male;41;Sales Executive;Single;7880;4;3;0
40;Yes;Sales;3;Life Sciences;2;Female;100;Sales Executive;Single;13194;4;2;0
47;No;Research & Development;4;Medical;3;Male;64;Manufacturing Director;Divorced;5067;3;4;2
36;No;Sales;4;Technical Degree;1;Male;84;Sales Executive;Divorced;5079;4;3;0
31;Yes;Research & Development;2;Medical;3;Male;46;Research Scientist;Single;2321;1;3;1
33;No;Sales;3;Life Sciences;4;Male;38;Manager;Single;17444;4;3;6
29;Yes;Research & Development;3;Life Sciences;4;Female;92;Research Scientist;Single;2404;3;3;0
33;No;Research & Development;1;Life Sciences;2;Female;53;Research Scientist;Single;3452;1;3;0
45;No;Research & Development;4;Medical;4;Female;91;Laboratory Technician;Divorced;2270;4;3;0
50;No;Research & Development;2;Medical;4;Male;66;Research Director;Divorced;17399;3;2;1
33;No;Research & Development;4;Other;3;Female;84;Healthcare Representative;Married;5488;1;3;1
41;No;Research & Development;3;Medical;1;Male;64;Research Director;Divorced;19419;2;4;0
27;No;Research & Development;4;Technical Degree;3;Female;37;Laboratory Technician;Married;2811;2;3;2
45;No;Research & Development;2;Life Sciences;4;Male;42;Laboratory Technician;Married;3633;3;3;0
47;No;Sales;2;Life Sciences;4;Female;83;Sales Executive;Single;4163;3;3;0
30;Yes;Research & Development;3;Life Sciences;1;Female;48;Research Scientist;Married;2132;2;3;0
50;No;Research & Development;3;Life Sciences;4;Male;95;Manufacturing Director;Married;13973;4;3;1
38;No;Research & Development;1;Medical;3;Male;66;Research Scientist;Married;2684;2;2;0
46;No;Research & Development;2;Medical;4;Male;75;Manufacturing Director;Divorced;10845;2;3;0
24;No;Research & Development;1;Medical;4;Female;41;Manufacturing Director;Divorced;4377;2;3;3
35;Yes;Research & Development;4;Other;3;Male;39;Laboratory Technician;Divorced;3743;4;1;0
31;No;Research & Development;1;Life Sciences;3;Female;96;Manufacturing Director;Married;4148;3;3;0
18;No;Research & Development;2;Life Sciences;2;Male;73;Research Scientist;Single;1051;4;3;0
54;No;Research & Development;3;Technical Degree;3;Female;56;Manufacturing Director;Married;10739;3;3;0
35;No;Research & Development;4;Medical;3;Female;57;Healthcare Representative;Divorced;10388;3;2;10
30;No;Research & Development;2;Life Sciences;2;Female;73;Research Director;Married;11416;3;2;1
20;Yes;Research & Development;3;Medical;4;Female;98;Research Scientist;Single;2600;1;3;0
30;Yes;Research & Development;3;Medical;2;Female;60;Laboratory Technician;Single;2422;1;3;1
26;No;Research & Development;2;Medical;4;Male;32;Manufacturing Director;Married;5472;2;3;1
22;No;Research & Development;1;Life Sciences;2;Male;94;Laboratory Technician;Married;2451;1;2;1
48;No;Research & Development;3;Life Sciences;1;Male;97;Healthcare Representative;Single;4240;4;3;2
48;No;Research & Development;4;Life Sciences;3;Male;78;Healthcare Representative;Single;10999;2;3;4
41;No;Research & Development;2;Medical;4;Female;42;Manufacturing Director;Single;5003;2;3;2
39;No;Research & Development;1;Life Sciences;4;Female;65;Manufacturing Director;Married;12742;3;3;11
27;No;Research & Development;4;Life Sciences;1;Female;47;Manufacturing Director;Married;4227;2;3;2
35;No;Research & Development;3;Other;2;Male;45;Laboratory Technician;Divorced;3917;1;2;1
42;No;Sales;2;Marketing;4;Male;90;Manager;Married;18303;2;4;0
50;No;Research & Development;3;Life Sciences;1;Male;64;Laboratory Technician;Married;2380;2;3;0
59;No;Research & Development;3;Life Sciences;3;Female;69;Manufacturing Director;Single;13726;1;3;4
37;Yes;Research & Development;2;Medical;1;Female;61;Healthcare Representative;Married;4777;1;1;0
55;No;Research & Development;4;Medical;3;Male;62;Healthcare Representative;Married;6385;4;3;6
41;No;Research & Development;1;Life Sciences;2;Female;55;Research Director;Divorced;19973;2;3;5
38;No;Sales;4;Life Sciences;2;Male;42;Sales Executive;Single;6861;3;3;0
26;Yes;Sales;2;Medical;2;Male;79;Sales Executive;Single;4969;4;3;2
52;Yes;Sales;1;Marketing;1;Female;57;Manager;Married;19845;4;3;6
44;No;Sales;3;Medical;4;Female;53;Sales Executive;Married;13320;3;3;11
50;No;Sales;3;Life Sciences;4;Female;95;Sales Executive;Married;6347;1;3;0
36;Yes;Research & Development;4;Life Sciences;3;Female;43;Laboratory Technician;Single;2743;3;3;15
39;No;Research & Development;3;Medical;4;Female;82;Manufacturing Director;Single;10880;3;3;2
33;No;Sales;1;Life Sciences;2;Female;88;Sales Representative;Single;2342;4;2;2
45;No;Sales;2;Life Sciences;4;Female;90;Manager;Married;17650;2;4;1
32;No;Research & Development;4;Medical;4;Female;69;Laboratory Technician;Single;4025;2;3;7
34;No;Sales;4;Marketing;2;Male;75;Sales Executive;Divorced;9725;4;2;0
59;No;Sales;2;Technical Degree;2;Male;66;Manager;Married;11904;3;1;0
45;No;Human Resources;4;Medical;2;Male;36;Human Resources;Single;2177;1;3;0
53;No;Sales;3;Marketing;3;Female;38;Sales Executive;Married;7525;1;3;6
36;Yes;Research & Development;3;Other;1;Male;81;Laboratory Technician;Divorced;4834;2;2;0
26;Yes;Research & Development;3;Life Sciences;1;Male;57;Research Scientist;Married;2042;2;3;1
34;No;Sales;4;Life Sciences;3;Female;87;Sales Representative;Married;2220;4;3;0
28;No;Sales;1;Medical;4;Male;74;Sales Representative;Married;1052;2;3;0
38;No;Research & Development;4;Other;3;Male;44;Research Scientist;Married;2821;1;3;2
50;No;Research & Development;4;Medical;2;Male;62;Research Director;Married;19237;4;2;7
37;No;Research & Development;3;Other;4;Female;35;Healthcare Representative;Single;4107;1;2;0
40;No;Sales;3;Marketing;3;Male;74;Sales Executive;Married;8396;2;2;7
26;No;Research & Development;1;Medical;1;Female;66;Research Scientist;Divorced;2007;3;3;1
46;No;Research & Development;4;Medical;4;Male;40;Research Director;Divorced;19627;4;3;2
54;No;Sales;4;Life Sciences;3;Female;41;Sales Executive;Married;10686;2;3;7
56;No;Research & Development;3;Medical;1;Female;63;Research Scientist;Married;2942;2;3;0
36;No;Research & Development;5;Medical;4;Female;51;Manufacturing Director;Single;8858;2;2;7
55;No;Research & Development;1;Medical;3;Male;40;Manager;Single;16756;2;4;6
43;No;Sales;3;Medical;3;Male;79;Sales Executive;Divorced;10798;3;3;0
20;Yes;Sales;3;Marketing;4;Female;54;Sales Representative;Single;2323;2;3;0
21;Yes;Research & Development;3;Life Sciences;3;Female;36;Laboratory Technician;Single;1416;1;2;1
46;No;Research & Development;4;Life Sciences;4;Female;74;Research Scientist;Divorced;4615;1;3;1
51;Yes;Research & Development;4;Life Sciences;1;Male;34;Research Scientist;Married;2461;3;4;2
28;Yes;Research & Development;2;Technical Degree;2;Male;72;Healthcare Representative;Single;8722;1;2;1
26;No;Research & Development;2;Medical;1;Male;59;Laboratory Technician;Married;3955;1;3;1
30;No;Research & Development;3;Other;3;Male;85;Manufacturing Director;Married;9957;3;2;0
41;No;Research & Development;2;Technical Degree;2;Female;43;Research Scientist;Married;3376;3;3;0
38;No;Research & Development;1;Life Sciences;3;Female;65;Healthcare Representative;Married;8823;1;2;1
40;No;Research & Development;4;Technical Degree;1;Male;61;Healthcare Representative;Married;10322;4;3;11
27;No;Research & Development;5;Life Sciences;1;Male;87;Laboratory Technician;Married;4621;4;3;1
55;No;Research & Development;1;Life Sciences;4;Male;65;Manufacturing Director;Married;10976;2;3;1
28;No;Research & Development;3;Other;3;Female;59;Research Scientist;Single;3660;4;4;1
44;Yes;Human Resources;2;Medical;2;Male;91;Human Resources;Married;10482;4;3;3
33;No;Research & Development;3;Life Sciences;4;Male;34;Healthcare Representative;Divorced;7119;3;3;1
35;Yes;Sales;3;Technical Degree;4;Male;86;Sales Executive;Single;9582;1;3;4
33;Yes;Research & Development;4;Medical;1;Female;54;Research Scientist;Single;4508;2;3;3
28;No;Research & Development;2;Life Sciences;1;Male;50;Laboratory Technician;Divorced;2207;4;2;2
34;No;Research & Development;1;Life Sciences;1;Male;45;Healthcare Representative;Single;7756;3;2;0
37;No;Sales;4;Life Sciences;4;Female;88;Sales Executive;Divorced;6694;3;3;0
25;Yes;Research & Development;1;Technical Degree;4;Male;32;Laboratory Technician;Married;3691;2;4;5
26;Yes;Research & Development;3;Medical;1;Male;37;Laboratory Technician;Divorced;2377;3;2;0
33;Yes;Research & Development;3;Medical;1;Male;55;Research Scientist;Single;2313;2;3;2
42;No;Research & Development;2;Medical;4;Male;35;Manager;Married;17665;4;3;13
28;Yes;Research & Development;3;Medical;1;Male;45;Laboratory Technician;Divorced;2596;1;3;0
50;Yes;Sales;4;Other;4;Male;81;Sales Executive;Single;4728;4;3;0
33;No;Sales;3;Life Sciences;4;Female;30;Sales Executive;Married;4302;3;3;0
34;No;Research & Development;4;Life Sciences;3;Male;40;Research Scientist;Married;2979;4;3;0
48;No;Research & Development;4;Medical;1;Male;35;Manager;Single;16885;3;2;2
45;No;Sales;4;Life Sciences;2;Female;65;Sales Executive;Married;5593;4;3;4
52;No;Research & Development;4;Life Sciences;2;Male;87;Healthcare Representative;Single;10445;4;3;4
38;No;Sales;4;Marketing;3;Male;73;Sales Executive;Divorced;8740;2;3;2
29;No;Research & Development;4;Life Sciences;3;Female;93;Research Scientist;Divorced;2514;1;3;1
28;No;Research & Development;3;Medical;4;Female;93;Manufacturing Director;Divorced;7655;2;2;1
46;No;Sales;1;Marketing;1;Male;52;Manager;Married;17465;4;3;4
38;No;Sales;2;Marketing;4;Male;32;Sales Executive;Single;7351;3;3;0
43;No;Research & Development;3;Life Sciences;3;Female;83;Manufacturing Director;Married;10820;3;3;0
39;Yes;Research & Development;3;Life Sciences;1;Male;84;Healthcare Representative;Divorced;12169;4;3;11
40;No;Research & Development;3;Medical;3;Male;44;Research Director;Single;19626;1;4;4
21;No;Research & Development;1;Technical Degree;4;Female;70;Research Scientist;Single;2070;3;4;2
39;No;Research & Development;3;Life Sciences;3;Male;70;Laboratory Technician;Single;6782;3;2;0
36;No;Research & Development;4;Life Sciences;1;Male;78;Manufacturing Director;Single;7779;1;3;0
31;No;Sales;3;Life Sciences;3;Male;67;Sales Representative;Married;2791;1;3;2
28;No;Research & Development;1;Life Sciences;1;Male;67;Research Scientist;Married;3201;1;1;0
35;No;Sales;2;Marketing;4;Male;54;Sales Executive;Divorced;4968;4;3;0
49;No;Sales;4;Technical Degree;4;Male;56;Sales Executive;Married;13120;2;3;2
34;No;Research & Development;2;Life Sciences;4;Male;95;Manufacturing Director;Single;4033;4;2;0
29;No;Research & Development;3;Life Sciences;4;Female;61;Research Scientist;Divorced;3291;4;2;1
42;No;Research & Development;3;Medical;2;Male;56;Laboratory Technician;Single;4272;1;3;0
29;No;Research & Development;1;Medical;2;Male;79;Manufacturing Director;Married;5056;3;2;1
38;No;Human Resources;3;Human Resources;3;Male;37;Human Resources;Married;2844;4;4;5
28;No;Research & Development;3;Life Sciences;3;Male;39;Research Scientist;Divorced;2703;4;3;0
18;Yes;Research & Development;1;Medical;3;Male;80;Laboratory Technician;Single;1904;4;3;0
33;Yes;Sales;4;Marketing;1;Female;77;Sales Executive;Single;8224;1;3;0
41;No;Research & Development;4;Life Sciences;2;Male;46;Laboratory Technician;Married;4766;1;3;0
31;Yes;Research & Development;3;Medical;3;Male;72;Laboratory Technician;Married;2610;3;2;2
37;No;Research & Development;2;Medical;3;Female;52;Healthcare Representative;Divorced;5731;3;3;1
27;No;Research & Development;3;Life Sciences;4;Male;55;Research Scientist;Married;2539;3;3;2
34;No;Sales;1;Life Sciences;2;Female;70;Sales Executive;Married;5714;1;2;1
35;No;Human Resources;4;Technical Degree;3;Male;100;Human Resources;Single;4323;2;1;1
29;Yes;Sales;1;Life Sciences;4;Female;45;Sales Executive;Married;7336;1;1;3
40;No;Research & Development;4;Medical;2;Female;88;Research Director;Single;13499;3;2;2
42;Yes;Sales;3;Life Sciences;3;Male;44;Sales Executive;Single;13758;2;2;13
42;No;Sales;4;Marketing;2;Male;45;Sales Executive;Single;5155;4;4;1
35;No;Research & Development;4;Medical;4;Male;58;Laboratory Technician;Married;2258;2;3;1
24;No;Research & Development;3;Medical;4;Male;49;Laboratory Technician;Single;3597;4;3;1
28;Yes;Research & Development;1;Life Sciences;3;Female;79;Laboratory Technician;Married;2515;4;2;0
26;No;Research & Development;4;Medical;1;Male;82;Laboratory Technician;Married;4420;2;3;0
30;No;Sales;3;Marketing;3;Male;72;Sales Executive;Married;6578;1;3;1
40;No;Research & Development;2;Medical;3;Female;92;Research Scientist;Married;4422;4;1;0
35;No;Research & Development;3;Life Sciences;3;Male;44;Manufacturing Director;Divorced;10274;2;4;6
34;No;Research & Development;3;Medical;4;Male;97;Healthcare Representative;Single;5343;3;3;4
35;No;Research & Development;4;Other;4;Male;47;Laboratory Technician;Married;2376;2;4;2
43;Yes;Sales;3;Marketing;1;Female;85;Sales Executive;Single;5346;2;2;1
32;No;Sales;1;Life Sciences;3;Female;76;Sales Representative;Divorced;2827;3;3;0
56;No;Research & Development;4;Technical Degree;4;Female;92;Manager;Divorced;19943;4;3;4
29;No;Research & Development;1;Medical;2;Female;54;Laboratory Technician;Married;3131;1;3;0
19;No;Research & Development;2;Life Sciences;3;Male;54;Research Scientist;Single;2552;3;3;0
45;No;Research & Development;3;Medical;1;Female;83;Research Scientist;Married;4477;3;2;0
37;No;Research & Development;3;Life Sciences;4;Female;56;Manufacturing Director;Married;6474;2;2;3
20;No;Research & Development;3;Life Sciences;1;Male;87;Laboratory Technician;Single;3033;1;2;1
44;Yes;Research & Development;4;Life Sciences;3;Male;96;Research Scientist;Single;2936;3;3;0
53;No;Research & Development;2;Medical;4;Female;50;Manager;Divorced;18606;2;3;4
29;No;Research & Development;1;Life Sciences;2;Female;69;Research Scientist;Married;2168;1;2;1
22;Yes;Research & Development;4;Life Sciences;3;Male;48;Research Scientist;Married;2853;2;3;0
46;No;Sales;3;Marketing;3;Female;69;Manager;Married;17048;1;3;15
44;No;Research & Development;3;Life Sciences;4;Male;74;Research Scientist;Single;2290;4;3;0
33;No;Human Resources;3;Human Resources;2;Male;99;Human Resources;Married;3600;4;3;1
41;Yes;Research & Development;2;Life Sciences;1;Male;95;Research Scientist;Divorced;2107;1;1;0
30;No;Sales;4;Life Sciences;3;Male;61;Sales Executive;Divorced;4115;3;3;0
40;No;Sales;4;Medical;2;Male;62;Sales Executive;Married;4327;4;3;0
50;No;Research & Development;3;Medical;4;Female;30;Manager;Married;17856;3;3;2
28;No;Research & Development;4;Medical;4;Male;78;Laboratory Technician;Married;3196;3;3;3
46;No;Research & Development;2;Life Sciences;4;Male;52;Research Director;Married;19081;1;3;0
35;No;Sales;4;Life Sciences;3;Male;94;Sales Executive;Married;8966;4;3;1
24;Yes;Research & Development;2;Life Sciences;4;Female;97;Laboratory Technician;Married;2210;1;1;0
33;No;Sales;3;Medical;2;Female;82;Sales Executive;Married;4539;1;2;0
36;No;Research & Development;4;Life Sciences;3;Male;60;Laboratory Technician;Divorced;2741;3;3;1
30;No;Research & Development;4;Life Sciences;3;Male;49;Laboratory Technician;Divorced;3491;1;2;8
44;No;Research & Development;4;Other;4;Male;32;Research Scientist;Single;4541;2;3;13
20;No;Sales;3;Marketing;3;Male;43;Sales Representative;Single;2678;4;3;2
46;No;Research & Development;4;Technical Degree;4;Male;60;Manufacturing Director;Divorced;7379;3;2;1
42;No;Human Resources;5;Medical;4;Male;79;Human Resources;Married;6272;1;4;0
60;No;Sales;4;Marketing;2;Male;52;Sales Executive;Divorced;5220;2;3;1
32;No;Research & Development;3;Other;3;Female;77;Laboratory Technician;Married;2743;3;3;2
32;No;Research & Development;2;Life Sciences;4;Female;38;Research Scientist;Single;4998;4;3;0
36;No;Research & Development;3;Technical Degree;3;Female;77;Manufacturing Director;Divorced;10252;3;3;7
33;No;Research & Development;3;Medical;1;Male;60;Research Scientist;Married;2781;2;3;4
40;No;Sales;3;Technical Degree;2;Female;84;Sales Executive;Divorced;6852;2;4;1
25;No;Sales;4;Life Sciences;3;Male;57;Sales Executive;Single;4950;2;3;1
30;No;Research & Development;3;Medical;4;Male;63;Research Scientist;Married;3579;1;3;5
42;No;Research & Development;5;Medical;1;Female;60;Research Director;Married;13191;3;3;0
35;No;Sales;2;Marketing;3;Female;78;Sales Executive;Married;10377;2;2;4
27;No;Research & Development;3;Life Sciences;1;Male;42;Research Scientist;Married;2235;4;2;6
54;No;Research & Development;4;Life Sciences;4;Female;53;Manufacturing Director;Divorced;10502;1;1;1
44;No;Research & Development;1;Life Sciences;1;Female;72;Research Scientist;Married;2011;4;3;7
19;Yes;Research & Development;3;Medical;1;Female;96;Research Scientist;Single;1859;2;4;0
29;No;Research & Development;3;Life Sciences;1;Female;97;Research Scientist;Divorced;3760;1;3;1
54;No;Research & Development;3;Life Sciences;4;Male;85;Research Director;Married;17779;1;3;0
31;No;Research & Development;2;Medical;3;Male;80;Healthcare Representative;Married;6833;4;2;0
31;No;Research & Development;3;Medical;3;Female;96;Healthcare Representative;Single;6812;2;3;1
59;No;Sales;3;Life Sciences;3;Female;48;Sales Executive;Single;5171;4;3;0
43;No;Research & Development;3;Life Sciences;3;Male;96;Research Director;Married;19740;2;3;0
49;No;Research & Development;2;Medical;1;Male;85;Manager;Married;18711;3;4;0
36;No;Research & Development;3;Technical Degree;3;Male;46;Research Scientist;Married;3692;3;2;0
48;No;Research & Development;2;Technical Degree;4;Male;76;Laboratory Technician;Single;2559;3;2;0
27;No;Research & Development;2;Life Sciences;1;Male;76;Research Scientist;Divorced;2517;2;3;0
29;No;Research & Development;3;Life Sciences;3;Male;82;Healthcare Representative;Divorced;6623;2;3;1
48;No;Research & Development;3;Life Sciences;4;Male;76;Research Director;Single;18265;3;4;0
29;No;Research & Development;3;Life Sciences;4;Female;87;Research Director;Divorced;16124;2;2;1
34;No;Research & Development;3;Technical Degree;3;Female;89;Research Scientist;Married;2585;4;2;0
44;No;Sales;3;Marketing;2;Male;88;Manager;Married;18213;3;3;3
33;No;Sales;5;Marketing;4;Male;82;Sales Executive;Divorced;8380;4;3;0
19;No;Research & Development;3;Life Sciences;2;Female;57;Research Scientist;Single;2994;4;3;0
23;No;Research & Development;2;Life Sciences;4;Male;47;Research Scientist;Married;1223;4;3;0
25;Yes;Sales;1;Life Sciences;3;Male;73;Sales Representative;Single;1118;4;3;1
26;No;Research & Development;2;Life Sciences;3;Male;53;Research Scientist;Single;2875;2;2;2
45;Yes;Sales;3;Marketing;1;Female;94;Manager;Single;18824;1;3;1
55;No;Research & Development;1;Medical;4;Male;37;Healthcare Representative;Divorced;13577;4;3;15
21;Yes;Research & Development;2;Life Sciences;1;Female;45;Laboratory Technician;Single;2625;3;1;2
46;No;Sales;2;Marketing;4;Female;33;Manager;Married;18789;3;3;0
34;No;Sales;3;Marketing;3;Female;86;Sales Executive;Single;4538;4;3;0
51;No;Sales;3;Life Sciences;4;Male;83;Manager;Divorced;19847;1;2;11
59;No;Research & Development;4;Medical;4;Male;67;Manufacturing Director;Single;10512;4;2;5
34;No;Research & Development;3;Medical;3;Female;46;Laboratory Technician;Divorced;4444;3;4;5
28;No;Research & Development;4;Medical;4;Male;44;Laboratory Technician;Single;2154;3;2;0
44;No;Research & Development;2;Life Sciences;3;Male;92;Manager;Divorced;19190;4;2;14
34;No;Human Resources;3;Life Sciences;3;Male;56;Human Resources;Married;4490;4;4;1
35;No;Research & Development;1;Life Sciences;3;Male;66;Research Scientist;Married;3506;4;3;2
42;No;Research & Development;4;Medical;2;Female;78;Research Scientist;Married;2372;4;3;0
43;No;Sales;4;Marketing;4;Female;56;Sales Executive;Single;10231;4;4;15
36;No;Research & Development;4;Life Sciences;3;Female;53;Manufacturing Director;Single;5410;4;3;5
44;Yes;Research & Development;3;Medical;1;Female;73;Healthcare Representative;Married;7978;4;3;0
28;No;Research & Development;3;Life Sciences;4;Male;52;Laboratory Technician;Married;3867;2;3;2
51;No;Research & Development;2;Medical;2;Female;40;Laboratory Technician;Single;2838;2;2;7
30;No;Research & Development;2;Medical;3;Female;72;Manufacturing Director;Single;4695;3;3;1
29;Yes;Research & Development;3;Technical Degree;2;Female;39;Laboratory Technician;Divorced;3339;1;3;7
28;No;Research & Development;3;Technical Degree;4;Male;84;Research Scientist;Single;2080;2;2;1
25;No;Research & Development;3;Medical;4;Female;40;Research Scientist;Single;2096;4;2;2
32;No;Sales;3;Medical;3;Male;56;Sales Executive;Married;6209;3;4;0
45;No;Research & Development;3;Medical;2;Female;83;Manager;Single;18061;3;3;0
39;No;Research & Development;4;Medical;3;Female;94;Manager;Divorced;17123;4;3;15
58;No;Research & Development;4;Life Sciences;1;Male;88;Research Scientist;Divorced;2372;4;3;2
32;Yes;Research & Development;2;Life Sciences;4;Male;79;Laboratory Technician;Married;4883;1;3;1
